tau,bandwidth,power,outcome,y_mean
0.18,"(15, 17)",0.98256516741857,quality,13.2784468212836
0.181,MSE-optimal,0.858633450552476,quality,13.2784468212836
0.181,"(15, 17)",0.983516251391386,quality,13.2784468212836
0.182,MSE-optimal,0.862355448412543,quality,13.2784468212836
0.182,"(15, 17)",0.984422567985729,quality,13.2784468212836
0.183,MSE-optimal,0.866009999553276,quality,13.2784468212836
0.183,"(15, 17)",0.985285783007554,quality,13.2784468212836
0.184,MSE-optimal,0.869597317900356,quality,13.2784468212836
0.184,"(15, 17)",0.986107526050525,quality,13.2784468212836
0.185,MSE-optimal,0.873117650885776,quality,13.2784468212836
0.185,"(15, 17)",0.986889389788536,quality,13.2784468212836
0.186,MSE-optimal,0.876571278619511,quality,13.2784468212836
0.186,"(15, 17)",0.987632929375864,quality,13.2784468212836
0.187,MSE-optimal,0.87995851304031,quality,13.2784468212836
0.187,"(15, 17)",0.98833966195123,quality,13.2784468212836
0.188,MSE-optimal,0.883279697047206,quality,13.2784468212836
0.188,"(15, 17)",0.989011066241968,quality,13.2784468212836
0.189,MSE-optimal,0.88653520361331,quality,13.2784468212836
0.189,"(15, 17)",0.989648582264324,quality,13.2784468212836
0.19,MSE-optimal,0.889725434883454,quality,13.2784468212836
0.19,"(15, 17)",0.990253611115883,quality,13.2784468212836
0.191,MSE-optimal,0.892850821257261,quality,13.2784468212836
0.191,"(15, 17)",0.990827514855982,quality,13.2784468212836
0.192,MSE-optimal,0.895911820459203,quality,13.2784468212836
0.192,"(15, 17)",0.991371616469973,quality,13.2784468212836
0.193,MSE-optimal,0.898908916597196,quality,13.2784468212836
0.193,"(15, 17)",0.991887199913117,quality,13.2784468212836
0.194,MSE-optimal,0.901842619211282,quality,13.2784468212836
0.194,"(15, 17)",0.992375510229883,quality,13.2784468212836
0.195,MSE-optimal,0.904713462313912,quality,13.2784468212836
0.195,"(15, 17)",0.992837753744436,quality,13.2784468212836
0.196,MSE-optimal,0.907522003423347,quality,13.2784468212836
0.196,"(15, 17)",0.993275098318079,quality,13.2784468212836
0.197,MSE-optimal,0.910268822591662,quality,13.2784468212836
0.197,"(15, 17)",0.993688673669454,quality,13.2784468212836
0.198,MSE-optimal,0.912954521428818,quality,13.2784468212836
0.198,"(15, 17)",0.994079571753349,quality,13.2784468212836
0.199,MSE-optimal,0.915579722124241,quality,13.2784468212836
0.199,"(15, 17)",0.994448847193991,quality,13.2784468212836
0.2,MSE-optimal,0.918145066467326,quality,13.2784468212836
0.2,"(15, 17)",0.994797517768778,quality,13.2784468212836
0.201,MSE-optimal,0.92065121486824,quality,13.2784468212836
0.201,"(15, 17)",0.995126564938471,quality,13.2784468212836
0.202,MSE-optimal,0.923098845380385,quality,13.2784468212836
0.202,"(15, 17)",0.995436934419946,quality,13.2784468212836
0.203,MSE-optimal,0.925488652725828,quality,13.2784468212836
0.203,"(15, 17)",0.995729536797711,quality,13.2784468212836
0.204,MSE-optimal,0.927821347325001,quality,13.2784468212836
0.204,"(15, 17)",0.996005248170459,quality,13.2784468212836
0.205,MSE-optimal,0.930097654331883,quality,13.2784468212836
0.205,"(15, 17)",0.996264910829073,quality,13.2784468212836
0.206,MSE-optimal,0.932318312675913,quality,13.2784468212836
0.206,"(15, 17)",0.996509333962591,quality,13.2784468212836
0.207,MSE-optimal,0.934484074111766,quality,13.2784468212836
0.207,"(15, 17)",0.996739294388753,quality,13.2784468212836
0.208,MSE-optimal,0.936595702278135,quality,13.2784468212836
0.208,"(15, 17)",0.996955537305887,quality,13.2784468212836
0.209,MSE-optimal,0.938653971766603,quality,13.2784468212836
0.209,"(15, 17)",0.99715877706301,quality,13.2784468212836
0.21,MSE-optimal,0.940659667201639,quality,13.2784468212836
0.21,"(15, 17)",0.997349697945161,quality,13.2784468212836
0.211,MSE-optimal,0.942613582332719,quality,13.2784468212836
0.211,"(15, 17)",0.997528954971095,quality,13.2784468212836
0.212,MSE-optimal,0.944516519139516,quality,13.2784468212836
0.212,"(15, 17)",0.997697174700633,quality,13.2784468212836
0.213,MSE-optimal,0.946369286951069,quality,13.2784468212836
0.213,"(15, 17)",0.997854956049063,quality,13.2784468212836
0.214,MSE-optimal,0.948172701579794,quality,13.2784468212836
0.214,"(15, 17)",0.99800287110616,quality,13.2784468212836
0.215,MSE-optimal,0.949927584471125,quality,13.2784468212836
0.215,"(15, 17)",0.998141465957499,quality,13.2784468212836
0.216,MSE-optimal,0.951634761869585,quality,13.2784468212836
0.216,"(15, 17)",0.998271261505898,quality,13.2784468212836
0.217,MSE-optimal,0.953295064001962,quality,13.2784468212836
0.217,"(15, 17)",0.998392754290941,quality,13.2784468212836
0.218,MSE-optimal,0.954909324278296,quality,13.2784468212836
0.218,"(15, 17)",0.998506417304679,quality,13.2784468212836
0.219,MSE-optimal,0.956478378511268,quality,13.2784468212836
0.219,"(15, 17)",0.99861270080174,quality,13.2784468212836
0.22,MSE-optimal,0.958003064154583,quality,13.2784468212836
0.22,"(15, 17)",0.998712033102195,quality,13.2784468212836
0.221,MSE-optimal,0.95948421956086,quality,13.2784468212836
0.221,"(15, 17)",0.998804821385675,quality,13.2784468212836
0.222,MSE-optimal,0.960922683259517,quality,13.2784468212836
0.222,"(15, 17)",0.998891452475339,quality,13.2784468212836
0.223,MSE-optimal,0.962319293255078,quality,13.2784468212836
