coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,pcs_depp,mean_y,outcome,bandwidth
-0.0169671004257483,-0.0189416806669227,0.0132024226702075,0.016350664853346,0.198739688636421,0.246674134488893,9042,8173,1,1.05792482600516,2.0292747391549,16,TRUE,FALSE,"","",-0.042843848859355,0.00890964800785829,-0.0509889837794808,0.0131056224456354,Very High SES,0.913947990543735,enrol_2_anytime_all_0914,mse
-0.0350402318111498,-0.043283986654298,0.0196000168912291,0.0213600162346673,0.0738138671620009,0.0427235724457169,7322,4969,1,0.853049969341599,2.1354958689368,16,TRUE,FALSE,*,**,-0.0734562649179588,0.00337580129565927,-0.0851496184742459,-0.00141835483435011,Low SES,0.906625166740774,enrol_2_anytime_all_0914,mse
0.00461037400819109,0.00584842531399366,0.0110666050940694,0.0136170215460942,0.676969269051132,0.667563959109901,15911,8552,1,1.2585372120399,2.4197137447589,16,TRUE,FALSE,"","",-0.0170801719761849,0.026300919992567,-0.0208409369163511,0.0325377875443384,Middle SES,0.894900739587388,enrol_2_anytime_all_0914,mse
-0.0203994176128623,-0.0226015934154669,0.0218142524161885,0.0267584595357238,0.349715266411932,0.398305019510055,4336,3724,1,0.854058374327513,1.72825427349986,16,TRUE,FALSE,"","",-0.0631553523485918,0.0223565171228671,-0.0750481741054855,0.0298449872745517,High SES,0.921473245309243,enrol_2_anytime_all_0914,mse
-0.00902903059623794,-0.0194760283031257,0.046992606403255,0.0569795734664744,0.84763468998552,0.732495992905234,1436,746,1,1.07817304240489,2.05969668804948,16,TRUE,FALSE,"","",-0.101134539146618,0.0830764779541418,-0.131155992297416,0.0922039356911642,Missing,0.838283828382838,enrol_2_anytime_all_0914,mse
-0.0209567687037677,-0.0918940199400105,0.0141184844688729,0.0427994529786528,0.137716161874367,0.0317865962585055,8244,7672,1,1,1,16,TRUE,FALSE,"",**,-0.0486289982627586,0.00671546085522315,-0.17578094777817,-0.00800709210185097,Very High SES,0.913947990543735,enrol_2_anytime_all_0914,"(15, 17)"
-0.0365748153694865,-0.0112650088263768,0.0156925457401424,0.0496473120127502,0.0197685150171452,0.820500973742226,9601,5502,1,1,1,16,TRUE,FALSE,**,"",-0.0673322050201656,-0.00581742571880741,-0.108573740371367,0.0860437227186135,Low SES,0.906625166740774,enrol_2_anytime_all_0914,"(15, 17)"
0.0072301990430641,0.0160623613138187,0.0143539192842195,0.0439481288179254,0.614465847990285,0.714749750738273,10549,7279,1,1,1,16,TRUE,FALSE,"","",-0.0209034827540062,0.0353638808401344,-0.0700759711693152,0.102200693796952,Middle SES,0.894900739587388,enrol_2_anytime_all_0914,"(15, 17)"
-0.0164523888349337,-0.0430080414529779,0.0176095126451754,0.0550049684691072,0.350154401331355,0.434277014246283,5610,4200,1,1,1,16,TRUE,FALSE,"","",-0.0509670336194774,0.01806225594961,-0.150817779652428,0.0648016967464722,High SES,0.921473245309243,enrol_2_anytime_all_0914,"(15, 17)"
-0.00148586098530545,0.0894753748425461,0.0512871715091408,0.153665453163775,0.976887403236571,0.560382237389668,1230,704,1,1,1,16,TRUE,FALSE,"","",-0.102008717143221,0.0990369951726105,-0.211708913358454,0.390659663043546,Missing,0.838283828382838,enrol_2_anytime_all_0914,"(15, 17)"
0.0209070863047589,0.0257524627220365,0.0280904125246053,0.0345006672182776,0.456708087224701,0.455405432445084,7457,7288,1,0.938252555683327,1.87446354264728,16,TRUE,FALSE,"","",-0.0341501222434674,0.0759642948529852,-0.0418688450257877,0.0933737704698606,Very High SES,0.583451536643026,enrol_3_ontime_all_0914,mse
