coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,income_quint,mean_y,outcome,bandwidth
-0.00436649659104083,-0.00724021951728293,0.0114778349593326,0.0136277530299333,0.703627294013526,0.595221361922966,5303,3943,1,0.887247627227164,1.87389958723406,16,TRUE,FALSE,"","",-0.0268630531113328,0.0181300599292511,-0.0339506154559521,0.0194701764213863,3,0.975672215108835,enrol_anytime_all_0914,mse
0.026102101049946,0.025242610304927,0.011116471089143,0.0136222971245204,0.0188716636491102,0.0638771638557585,6559,5275,1,0.895997148264279,1.80931050077476,16,TRUE,FALSE,**,*,0.00431381771522585,0.0478903843846662,-0.00145709205913297,0.051942312668987,4,0.964285714285714,enrol_anytime_all_0914,mse
-0.0038848026975411,-0.00282888050703711,0.00510601233282699,0.00620715998849599,0.44675915903229,0.648573546469705,14746,10846,1,1.19206301799275,2.38713670117234,16,TRUE,FALSE,"","",-0.013892586869882,0.00612298147479979,-0.0149949140844893,0.00933715307041503,5,0.981488074047704,enrol_anytime_all_0914,mse
0.00938102118939899,0.0380026693041255,0.013053767617479,0.042987358184842,0.472359851168638,0.376673048575662,4545,2748,1,1,1,16,TRUE,FALSE,"","",-0.0162043633408599,0.0349664057196579,-0.0462525527381648,0.122257891346416,1,0.964627151051625,enrol_anytime_all_0914,"(15, 17)"
-0.0188649201918571,-0.0466347018126854,0.0123373398032126,0.0390070243113184,0.126241787037308,0.231873675718002,5422,3360,1,1,1,16,TRUE,FALSE,"","",-0.0430461062061538,0.00531626582243952,-0.123088469462869,0.0298190658374987,2,0.971631205673759,enrol_anytime_all_0914,"(15, 17)"
-0.00841398572863783,0.0212046301401694,0.00983958905758147,0.0303629409294911,0.392487175107207,0.484944533797201,6505,4276,1,1,1,16,TRUE,FALSE,"","",-0.0276995802814975,0.0108716088242219,-0.0383067340816332,0.0807159943619719,3,0.975672215108835,enrol_anytime_all_0914,"(15, 17)"
0.0191486391132525,0.0706402192589639,0.00957739878901181,0.0295581195734643,0.0455697431665866,0.0168540951961341,7918,5612,1,1,1,16,TRUE,FALSE,**,**,0.000376937486789342,0.0379203407397156,0.0127063048949739,0.128574133622954,4,0.964285714285714,enrol_anytime_all_0914,"(15, 17)"
-0.00484262551049497,0.000869477262283702,0.00622034037724349,0.0187890357974135,0.436265730415995,0.963090444431014,10836,9358,1,1,1,16,TRUE,FALSE,"","",-0.0170344926498922,0.00734924162890227,-0.0359570329006468,0.0376959874252142,5,0.981488074047704,enrol_anytime_all_0914,"(15, 17)"
0.0530135629154478,0.0593834568494012,0.0354369110700817,0.0433182862821549,0.134654067316857,0.170417516437579,4331,2745,1,0.972205688977148,1.90993554445564,16,TRUE,FALSE,"","",-0.0164427827819124,0.122469908612808,-0.0255203842636225,0.144287297962425,1,0.677820267686425,enrol_2_ontime_all_0914,mse
-0.0717909255192368,-0.084666470789124,0.0333195453455372,0.0379187790907374,0.0311916608719015,0.0255596643054486,4916,3276,1,0.946073842778213,2.09379954645874,16,TRUE,FALSE,**,**,-0.13709723439649,-0.00648461664198394,-0.158987277806969,-0.0103456637712788,2,0.731284475965327,enrol_2_ontime_all_0914,mse
