coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,variable,donut,bandwidth,mean_y,category,variable_lab
-0.0453940676461571,-0.0515202512124944,0.0173877784011594,0.0200084747681803,0.00903602412896238,0.010026284869078,30032,22620,1,0.843751333804559,1.77456825147107,16,***,**,-0.0794741133124295,-0.0113140219798846,-0.0907368617581278,-0.012303640666861,age,"Donut [15.95, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
-0.0339210338808584,-0.098791346395295,0.0147386564200684,0.0305099820093357,0.0213633235970359,0.0012037046865698,39224,25357,1,1,1,16,**,***,-0.0628088004641925,-0.00503326729752432,-0.158590911133593,-0.0389917816569971,age,"Donut [15.95, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
-0.0269393743436623,-0.0313711942057751,0.0156976566719148,0.0187696921326826,0.0861364470417286,0.0946476305655508,35649,24294,1,0.939483761933432,1.81621609548597,16,*,*,-0.0577067814206153,0.00382803273329063,-0.068159790785833,0.00541740237428293,age,"Donut [15.9, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
-0.0243698644969896,-0.0745843999586171,0.0147848641737685,0.0315059018368055,0.0992915009830005,0.0179176662749831,39039,25357,1,1,1,16,*,**,-0.0533481982775758,0.00460846928359655,-0.136335967558756,-0.0128328323584782,age,"Donut [15.9, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
-0.0173218082390747,-0.0197243454773357,0.0147237779132779,0.018117197527414,0.239414566771117,0.276282487977093,40362,26327,1,1.02394325337496,1.88603958115303,16,"","",-0.0461804129490993,0.0115367964709499,-0.0552340526310672,0.0157853616763958,age,"Donut [15.85, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
-0.0176696071986129,-0.0640699173754413,0.015092287228338,0.034784928838452,0.241690971012437,0.0654916420703909,38605,25357,1,1,1,16,"",*,-0.0472504901661553,0.0119112757689295,-0.132248377898807,0.00410854314792465,age,"Donut [15.85, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
-0.0083497989140966,-0.00773580556593601,0.0145108005779886,0.0180369973980089,0.565007558590359,0.668006596573249,41541,26809,1,1.05714002144878,1.93586273347342,16,"","",-0.0367909680469542,0.020091370218761,-0.0430883204660335,0.0276167093341615,age,"Donut [15.8, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
-0.00886444305655232,-0.0461908682347243,0.015375912121081,0.0380153442550008,0.564267174443543,0.22434376950696,37909,25357,1,1,1,16,"","",-0.0390012308138712,0.0212723447007665,-0.120700942974526,0.0283192065050772,age,"Donut [15.8, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
0.00541107119816076,0.0112966999389812,0.0171447667832427,0.0200417408833355,0.752298043767851,0.572986486431594,33434,24779,1,0.941422374108706,1.99050800992503,16,"","",-0.028192671696995,0.0390148140933165,-0.0279851121923565,0.0505785120703188,age,"Donut [15.75, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
0.00473110268353594,-0.00636726768106399,0.0159767267376775,0.0439441802505051,0.767134886412048,0.884794211093917,36716,25357,1,1,1,16,"","",-0.026583281722312,0.0360454870893839,-0.0924978609720539,0.0797633256099259,age,"Donut [15.75, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
0.0201570605472341,0.02842980197304,0.0210232360340495,0.0235122916886027,0.337659944511852,0.22660662005873,27049,22675,1,0.858670497074039,2.01740334820048,16,"","",-0.0210484820795029,0.0613626031739711,-0.0176542897366213,0.0745138936827013,age,"Donut [15.7, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
0.0141729869420999,0.0299680628614354,0.0170204464797447,0.0529941787858867,0.405011917511404,0.571735587925546,35234,25357,1,1,1,16,"","",-0.0191870881581997,0.0475330620423995,-0.0739005275589025,0.133836653281773,age,"Donut [15.7, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
0.0177213723123302,0.0269529198629641,0.0239704208184911,0.0263527695462237,0.459723831154554,0.306414851257987,25277,22675,1,0.854448416192846,2.0766637984281,16,"","",-0.0292606524919124,0.0647033971165727,-0.0246985084476343,0.0786043481735625,age,"Donut [15.65, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
0.0103747057717953,0.0289310067791533,0.0186252011906943,0.0662741555663705,0.577510235494733,0.662448411001972,33462,25357,1,1,1,16,"","",-0.0261306885619655,0.0468801001055561,-0.100966338130933,0.158828351689239,age,"Donut [15.65, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
-0.000539844291189695,0.00720134052892973,0.0232173695385181,0.0262268870196023,0.981449465435562,0.783640050095128,29502,24824,1,0.955602296168667,2.20410623062883,16,"","",-0.0460458885866852,0.0449662000043058,-0.0442033580294908,0.0586060390873502,age,"Donut [15.6, 16.05]",MSE-Optimal,18.0872622478386,Demographic,Age
-0.00107332645964675,-0.0286426292899975,0.0214318008375742,0.0909866366186527,0.960057824109066,0.752913210613752,31286,25357,1,1,1,16,"","",-0.0430796561012922,0.0409330031819987,-0.206976437062557,0.149691178482562,age,"Donut [15.6, 16.05]","(15, 17)",18.0872622478386,Demographic,Age
