coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,gender,mean_y,outcome,bandwidth
0.0039327094018855,0.00699971720382364,0.0183045832431653,0.05627373987776,0.829885559644253,0.901008928914557,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0319442737547184,0.0398096925584894,-0.103296812956586,0.117296247364233,Male,0.691469065140365,master_anytime_all,"(15, 17)"
-0.0346570121814926,-0.0487612281111243,0.0160165376503708,0.0490817647034271,0.0304776503911777,0.320481287515743,20543,14872,1,1,1,16,TRUE,FALSE,**,"",-0.0660494259762195,-0.00326459838676578,-0.144961486929841,0.0474390307075929,Female,0.668797443068318,master_anytime_all,"(15, 17)"
-0.0511659768891273,-0.0601145161248518,0.0439307328514156,0.0505910408277775,0.244141810059086,0.234737173348644,5870,7071,1,0.619507428248235,1.38065439123158,16,TRUE,FALSE,"","",-0.137270213277902,0.0349382594996472,-0.159272956147296,0.0390439238975922,Male,0.427091850640502,master_select_anytime_all,mse
-0.00948857090206712,-0.013685711979367,0.0129932224047174,0.0154099043245231,0.46522467400537,0.374480821433487,25549,16348,1,1.12749871789273,2.32242647366318,16,TRUE,FALSE,"","",-0.0349552868153132,0.0159781450111789,-0.0438891244554323,0.0165177004966984,Female,0.242508989212945,master_select_anytime_all,mse
-0.00837456503234058,-0.0470846930490303,0.0200276263317746,0.0605859331381912,0.675836972459791,0.437067014609646,14691,10485,1,1,1,16,TRUE,FALSE,"","",-0.0476287126426188,0.0308795825779377,-0.165833121999885,0.0716637359018244,Male,0.427091850640502,master_select_anytime_all,"(15, 17)"
-0.0138565111917049,-0.0284236120458747,0.0149457482157218,0.0446300288273294,0.35386391680976,0.524208276107341,20543,14872,1,1,1,16,TRUE,FALSE,"","",-0.0431501776945196,0.0154371553111097,-0.11589846854744,0.059051244455691,Female,0.242508989212945,master_select_anytime_all,"(15, 17)"
-0.0883759944476736,-0.126472114061855,0.140473179410492,0.160957968892039,0.52926347116949,0.432016185027198,4448,5670,1,0.644135819258203,1.46487401303446,16,TRUE,FALSE,"","",-0.363703426092239,0.186951437196891,-0.441949733090252,0.189005504966543,Male,14.0433543222786,quality_first_grad_degree,mse
0.0733706616578012,0.0762061968432803,0.0464814237815232,0.0579262864588845,0.114452100724785,0.188317757954223,17366,12290,1,1.18114735916815,2.19304280837189,16,TRUE,FALSE,"","",-0.0177329289539842,0.164474252269587,-0.0373293246161332,0.189741718302694,Female,13.3852218872983,quality_first_grad_degree,mse
0.0268355051482914,-0.110058839027779,0.0702238881790353,0.211089484812854,0.702355954825927,0.60209877028163,9703,8170,1,1,1,16,TRUE,FALSE,"","",-0.110803315682618,0.164474325979201,-0.523794229260973,0.303676551205414,Male,14.0433543222786,quality_first_grad_degree,"(15, 17)"
0.0666427699735337,0.0685680466962992,0.0559697456995103,0.167536521302215,0.233774228274687,0.682339888083175,13039,10639,1,1,1,16,TRUE,FALSE,"","",-0.0430579315975065,0.176343471544574,-0.259803535056042,0.396939628448641,Female,13.3852218872983,quality_first_grad_degree,"(15, 17)"
